Timestamp;City;Gender;Age;Field_of_Study;Years_Batch;Question_6;Question_7;Question_8;TS1;TS2;TS3;TS4;TS5;TS6;TS7;PS8;PS9;PS10;PS11;CS12;CS13;CS14;CS15;CS16;DS17;DS18;DS19;DS20;IS21;IS22;IS23;IS24;IS25;COS26;COS27;COS28;Technological_Skill_AverageScore;Personal_Security_Skill_AverageScore;Critical_Skill_AverageScore;Device_Security_Skill_AverageScore;Informational_Skill_AverageScore;Communication_Skill_AverageScore;Digital_Literacy_TotalScore_exclude_item28
6/5/2023;Tuban;Female;19;Nursing;2022;Yes;Yes;No;4;4;4;3;3;4;3;3;4;4;4;4;4;3;4;3;3;2;4;3;2;2;3;3;3;4;4;2;3,57142857142857;3,75;3,6;3;2,6;4;91
6/5/2023;Surabaya;Female;18;History;2022;Yes;Yes;No;3;5;5;5;5;5;3;5;5;5;5;4;4;4;4;3;5;5;5;5;3;3;3;3;3;3;5;1;4,42857142857143;5;3,8;5;3;4;113
6/5/2023;Nganjuk;Female;21;Nutrition;2022;Yes;Yes;No;5;5;5;5;5;4;4;5;5;2;5;5;5;4;5;3;4;2;2;4;5;5;3;2;2;5;5;3;4,71428571428571;4,25;4,4;3;3,4;5;111
6/5/2023;Magetan;Female;19;Industrial Engineering;2022;Yes;Yes;No;4;4;4;4;4;4;3;4;4;3;4;3;4;3;3;3;3;3;3;3;3;3;2;3;4;3;3;2;3,85714285714286;3,75;3,2;3;3;3;91
6/5/2023;Surabaya;Male;20;Islamic Economics;2022;Yes;Yes;No;3;5;3;3;4;5;4;3;4;5;4;4;5;3;4;4;4;3;4;2;3;3;3;4;4;2;4;3;3,85714285714286;4;4;3,25;3,4;3;99
6/5/2023;Bogor;Female;19;Mathematics;2022;Yes;Yes;No;3;5;5;2;5;4;3;4;5;4;5;4;4;4;4;3;3;3;3;3;2;3;3;5;4;2;3;5;3,85714285714286;4,5;3,8;3;3,4;2,5;98
6/5/2023;Sidoarjo;Female;19;Nursing;2022;Yes;Yes;No;5;5;5;2;5;5;2;5;5;5;5;5;5;5;5;5;5;2;5;2;2;2;4;2;2;5;5;2;4,14285714285714;5;5;3,5;2,4;5;110
6/5/2023;Lamongan;Male;19;Nanotechnology Engineering;2022;Yes;Yes;No;5;5;5;5;4;5;4;5;5;5;4;5;5;4;5;4;3;4;5;4;5;3;4;5;3;4;5;2;4,71428571428571;4,75;4,6;4;4;4,5;120
6/5/2023;Banyuwangi;Male;19;Dental Technology;2022;Yes;Yes;No;5;5;5;5;5;5;4;4;5;5;5;4;3;3;4;4;4;5;5;3;4;4;3;3;2;4;5;2;4,85714285714286;4,75;3,6;4,25;3,2;4,5;113
6/5/2023;Semarang;Male;19;Management;2022;Yes;Yes;No;3;5;5;5;5;5;5;5;3;5;5;5;3;3;5;3;5;5;5;5;3;3;2;3;4;3;4;4;4,71428571428571;4,5;3,8;5;3;3,5;112
6/5/2023;Gresik;Female;19;Islamic Economics;2022;Yes;Yes;No;5;5;5;2;4;3;5;4;5;5;5;4;4;3;4;2;5;5;4;4;4;3;4;4;5;3;5;1;4,14285714285714;4,75;3,4;4,5;4;4;111
6/5/2023;Surabaya;Female;19;Communication;2022;Yes;Yes;No;5;5;4;4;3;5;3;4;4;4;4;3;3;3;4;3;3;3;5;3;3;3;3;4;3;5;4;2;4,14285714285714;4;3,2;3,5;3,2;4,5;100
6/5/2023;Bontang;Female;19;Communication;2022;Yes;Yes;No;5;5;4;5;4;3;3;4;4;4;4;4;3;3;4;3;3;3;4;4;2;2;3;3;3;4;4;3;4,14285714285714;4;3,4;3,5;2,6;4;97
6/5/2023;Bogor;Female;19;Public Health;2022;Yes;Yes;No;4;4;5;5;5;5;3;4;5;5;5;4;5;4;5;5;5;4;5;3;3;2;3;4;3;4;5;3;4,42857142857143;4,75;4,6;4,25;3;4,5;114
6/5/2023;Jember;Female;19;International Relations;2022;Yes;Yes;No;5;5;5;5;5;4;3;5;5;5;5;4;4;3;4;3;3;4;2;3;4;2;4;3;4;3;5;3;4,57142857142857;5;3,6;3;3,4;4;107
6/5/2023;Sampit;Female;19;Biomedical Engineering;2022;Yes;Yes;No;5;5;5;3;4;3;1;5;5;5;5;5;5;5;3;5;1;1;5;1;3;3;3;3;4;2;5;3;3,71428571428571;5;4,6;2;3,2;3,5;100
6/5/2023;Gresik;Female;19;Biology;2022;Yes;Yes;No;4;5;5;5;5;4;3;5;5;5;5;4;3;3;4;3;3;3;5;5;3;3;3;3;3;4;5;1;4,42857142857143;5;3,4;4;3;4,5;108
6/5/2023;Gresik;Female;19;Biology;2022;Yes;Yes;No;5;5;4;5;5;4;4;4;4;5;5;3;3;3;4;3;3;4;4;4;4;2;2;2;2;4;5;1;4,57142857142857;4,5;3,2;3,75;2,4;4,5;102
6/5/2023;Surabaya;Female;19;Hotel Management;2022;No;Yes;No;3;5;4;4;4;4;2;4;4;5;3;4;4;4;4;2;2;5;4;4;2;1;4;3;3;1;2;4;3,71428571428571;4;3,6;3,75;2,6;1,5;91
6/5/2023;Sidoarjo;Male;19;Hotel Management;2022;Yes;Yes;Yes;3;4;4;3;4;3;4;4;5;5;5;5;5;4;2;2;4;5;5;5;4;1;1;4;2;5;4;1;3,57142857142857;4,75;3,6;4,75;2,4;4,5;102
6/5/2023;Surabaya;Female;19;Law;2022;Yes;Yes;No;3;5;5;5;5;5;3;4;5;5;5;5;5;5;4;3;2;2;4;3;2;2;3;4;4;1;5;1;4,42857142857143;4,75;4,4;2,75;3;3;104
6/5/2023;Kediri;Female;18;Psychology;2022;Yes;Yes;Yes;4;4;4;4;4;4;2;4;4;4;4;4;4;3;3;3;3;3;4;3;4;2;3;3;4;4;4;3;3,71428571428571;4;3,4;3,25;3,2;4;96
6/5/2023;Semarang;Female;19;Nursing;2022;Yes;Yes;No;4;5;5;3;4;4;4;4;5;5;5;3;3;3;4;3;3;2;4;2;3;3;4;3;2;5;4;3;4,14285714285714;4,75;3,2;2,75;3;4,5;99
6/5/2023;Surabaya;Male;18;Accounting;2022;No;Yes;No;5;5;5;5;4;5;5;5;5;5;5;5;3;4;4;4;5;4;5;5;4;4;3;4;2;5;5;1;4,85714285714286;5;4;4,75;3,4;5;120
6/5/2023;Sidoarjo;Female;19;International Relations;2022;Yes;Yes;No;4;5;5;5;4;5;4;5;5;5;5;5;5;3;4;5;3;3;4;3;4;3;4;5;5;5;5;4;4,57142857142857;5;4,4;3,25;4,2;5;118
6/5/2023;Madiun;Female;19;Statistics;2022;Yes;Yes;No;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;3,8;4;107
6/5/2023;Banyuwangi;Female;19;Statistics;2023;Yes;Yes;No;5;5;5;5;5;4;5;5;5;5;5;4;5;4;5;5;4;5;5;4;4;2;4;5;5;4;5;4;4,85714285714286;5;4,6;4,5;4;4,5;124
6/5/2023;Probolinggo;Female;19;Hotel Management;2022;Yes;Yes;No;4;4;4;4;4;2;2;4;4;4;4;4;4;4;4;4;4;3;4;3;3;3;3;3;3;3;3;3;3,42857142857143;4;4;3,5;3;3;95
6/5/2023;Tuban;Female;19;Hotel Management;2022;Yes;Yes;No;4;4;4;3;3;4;4;4;4;2;4;4;4;4;4;3;3;3;4;4;4;2;3;3;3;4;5;3;3,71428571428571;3,5;3,8;3,5;3;4,5;97
6/5/2023;Surabaya;Male;18;Information Systems;2022;Yes;Yes;No;5;5;5;5;5;3;3;5;4;5;5;5;5;3;5;4;4;4;5;4;5;3;5;5;5;3;5;3;4,42857142857143;4,75;4,4;4,25;4,6;4;120
6/5/2023;Gresik;Female;19;Informatics Engineering;2022;Yes;Yes;No;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;3;5;5;5;5;3;4,85714285714286;5;5;4,75;4,6;5;131
6/5/2023;Lamongan;Female;19;Nursing;2022;Yes;Yes;No;5;5;5;5;5;5;3;5;5;5;5;5;5;5;5;4;3;4;5;5;5;5;5;5;3;4;5;3;4,71428571428571;5;4,8;4,25;4,6;4,5;126
6/5/2023;Surabaya;Female;19;Nursing;2022;Yes;Yes;No;5;4;4;5;3;4;4;4;4;4;5;4;4;3;3;3;3;3;4;3;4;3;4;4;4;4;4;1;4,14285714285714;4,25;3,4;3,25;3,8;4;103
6/5/2023;Sukabumi;Female;19;Mathematics;2022;Yes;Yes;No;4;4;4;3;4;3;4;4;4;4;4;4;4;4;4;3;4;3;4;3;3;3;4;2;3;3;4;3;3,71428571428571;4;3,8;3,5;3;3,5;97
6/5/2023;Blitar;Female;19;Management;2022;Yes;Yes;No;3;4;4;4;4;2;2;4;4;2;4;4;4;4;4;4;2;2;2;2;2;2;2;4;3;3;3;3;3,28571428571429;3,5;4;2;2,6;3;84
6/6/2023;Mataram;Female;19;Dentistry;2022;Yes;Yes;No;5;5;4;4;5;3;2;5;5;4;4;5;5;5;5;5;4;3;4;4;2;3;4;4;2;5;5;1;4;4,5;5;3,75;3;5;111
6/6/2023;Sidoarjo;Female;19;Nursing;2022;No;Yes;No;5;4;4;3;3;3;3;3;4;4;3;3;3;3;3;3;3;3;4;3;3;3;3;2;2;4;3;3;3,57142857142857;3,5;3;3,25;2,6;3,5;87
6/6/2023;Surabaya;Female;20;Nursing;2022;Yes;Yes;No;2;4;4;4;4;3;4;4;4;4;4;4;4;4;4;3;3;3;3;3;4;3;4;3;4;3;4;2;3,57142857142857;4;3,8;3;3,6;3,5;97
6/6/2023;Tulungagung;Female;19;Politics;2022;Yes;Yes;Yes;4;4;4;4;4;4;4;5;4;5;5;4;4;3;4;4;2;3;4;2;4;4;4;4;4;4;4;4;4;4,75;3,8;2,75;4;4;105
6/6/2023;Surabaya;Female;19;Banking and Finance;2022;Yes;Yes;No;5;5;5;5;3;5;5;5;3;4;5;5;4;4;4;3;3;1;4;2;3;4;4;3;5;2;5;1;4,71428571428571;4,25;4;2,5;3,8;3,5;106
6/6/2023;Nganjuk;Male;20;Library Science;2022;Yes;Yes;No;5;5;3;5;5;4;3;4;5;4;5;5;5;5;5;4;5;5;4;4;5;3;4;3;4;3;5;3;4,28571428571429;4,5;4,8;4,5;3,8;4;117
6/6/2023;Sidoarjo;Female;18;Nursing;2022;Yes;Yes;No;5;5;5;5;4;5;4;5;5;5;5;5;5;5;5;5;3;2;4;3;4;3;4;4;3;3;4;3;4,71428571428571;5;5;3;3,6;3,5;115
6/6/2023;Gresik;Female;20;Public Administration;2022;Yes;Yes;No;4;4;4;2;2;3;4;4;2;4;4;4;4;3;4;2;2;2;4;2;3;2;3;4;4;3;3;4;3,28571428571429;3,5;3,4;2,5;3,2;3;86
6/6/2023;Gresik;Male;21;Electrical Engineering;2020;No;Yes;No;3;4;4;3;4;3;2;3;3;4;4;3;3;3;3;3;3;3;3;3;2;3;3;3;3;5;4;2;3,28571428571429;3,5;3;3;2,8;4,5;87
6/6/2023;Pangkalpinang;Female;19;History;2022;Yes;Yes;No;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;5;5;5;3;3;3;4;3;5;3;5;5;5;4,5;3,6;4;124
6/6/2023;Lamongan;Female;18;Public Administration;2022;Yes;Yes;No;5;4;4;2;4;5;4;4;4;5;5;5;5;4;5;3;4;4;4;4;5;4;4;4;4;5;5;4;4;4,5;4,4;4;4,2;5;115
6/6/2023;Kediri;Female;19;Nursing;2022;Yes;Yes;No;5;3;4;2;5;4;4;4;4;5;5;5;5;5;5;5;4;4;4;3;5;3;4;4;3;4;4;4;3,85714285714286;4,5;5;3,75;3,8;4;112
6/6/2023;Surabaya;Male;19;Politics;2022;Yes;Yes;No;5;5;5;5;5;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;1;3;4;5;4;2;2;3;3,85714285714286;5;5;5;3,4;2;113
6/6/2023;Bandung;Male;20;Robotics and Artificial Intelligence Engineering;2022;Yes;Yes;No;4;5;5;5;3;4;3;5;5;5;5;4;4;4;4;4;4;5;5;3;4;3;5;4;5;5;5;3;4,14285714285714;5;4;4,25;4,2;5;117
6/6/2023;Mataram;Male;19;Public Health;2022;Yes;Yes;No;4;4;4;4;4;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;2;2;2;4;4;2;3,42857142857143;4;4;4;2;4;94
6/6/2023;Surabaya;Female;18;Pharmacy;2022;Yes;Yes;No;5;5;5;5;4;4;4;5;5;5;5;5;5;4;4;5;3;4;5;3;4;3;3;4;4;5;5;3;4,57142857142857;5;4,6;3,75;3,6;5;118
6/6/2023;Surabaya;Male;18;Anthropology;2022;Yes;Yes;No;5;5;3;3;5;5;5;5;5;5;5;5;5;3;5;4;3;4;5;3;3;3;5;5;5;3;5;3;4,42857142857143;5;4,4;3,75;4,2;4;117
6/6/2023;Surabaya;Female;20;English Literature;2022;Yes;Yes;No;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;2;4;4;4;4;3;3;4;3;2;4;3;4;4;3,8;3,5;3,4;3;100
6/6/2023;Kediri;Female;19;Pharmacy;2022;Yes;Yes;No;5;5;4;5;5;4;4;5;5;5;5;4;4;4;4;4;2;3;4;4;2;3;3;3;3;4;5;3;4,57142857142857;5;4;3,25;2,8;4,5;108
6/6/2023;Ponorogo;Female;19;Anthropology;2022;Yes;Yes;Yes;4;4;5;3;4;4;4;4;5;5;5;5;4;4;4;4;5;5;5;3;4;4;4;5;4;2;5;1;4;4,75;4,2;4,5;4,2;3,5;114
6/6/2023;Kudus;Male;18;Biology;2022;Yes;Yes;No;4;4;4;4;4;2;2;4;4;4;4;4;4;3;4;4;3;4;4;4;2;2;2;2;2;4;4;2;3,42857142857143;4;3,8;3,75;2;4;92
6/6/2023;Lamongan;Female;19;Law;2022;No;Yes;No;3;3;4;3;3;4;3;4;4;4;3;4;3;3;3;3;4;3;4;4;3;3;3;3;2;4;4;3;3,28571428571429;3,75;3,2;3,75;2,8;4;91
6/6/2023;Mojokerto;Male;20;Sociology;2022;Yes;Yes;No;4;4;3;3;4;3;2;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3,28571428571429;3;3,2;3;3;3;84
6/6/2023;Bekasi;Male;19;Statistics;2022;Yes;Yes;No;5;5;4;5;5;4;2;5;4;4;4;5;4;4;5;2;4;4;5;4;4;2;4;4;2;4;5;4;4,28571428571429;4,25;4;4,25;3,2;4,5;109
6/6/2023;Sidoarjo;Female;19;Fishery Product Technology;2022;Yes;Yes;Yes;3;4;4;4;3;4;1;4;4;5;5;4;4;3;5;4;4;3;4;2;4;3;3;4;4;5;4;2;3,28571428571429;4,5;4;3,25;3,6;4,5;101
6/6/2023;Jombang;Female;18;Physics;2022;Yes;Yes;No;4;5;5;5;5;4;5;5;4;4;5;4;4;3;4;3;2;3;4;3;4;3;4;3;3;3;5;2;4,71428571428571;4,5;3,6;3;3,4;4;106
6/6/2023;Surabaya;Female;19;Physics;2022;Yes;Yes;No;5;5;4;4;5;4;3;4;5;5;5;5;4;4;4;4;3;3;5;4;3;3;4;4;4;3;5;4;4,28571428571429;4,75;4,2;3,75;3,6;4;111
6/6/2023;Kediri;Male;19;History;2022;Yes;Yes;No;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;1;5;5;5;1;5;5;5;5;5;5;3,4;3;123
6/6/2023;Surabaya;Female;20;Taxation;2022;Yes;Yes;No;4;4;4;4;3;4;3;4;4;4;4;4;3;3;4;3;3;3;3;3;3;3;3;4;3;3;3;2;3,71428571428571;4;3,4;3;3,2;3;93
6/6/2023;Surabaya;Female;18;Taxation;2022;Yes;Yes;No;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;3;3;4;3;3;3;3;3;3;4;4;4;3,85714285714286;4;4;3,25;3;4;99
6/6/2023;Banyuwangi;Female;20;Statistics;2022;Yes;Yes;No;4;4;4;3;4;3;3;4;4;4;4;4;4;3;4;3;3;4;4;3;3;3;3;3;4;3;3;3;3,57142857142857;4;3,6;3,5;3,2;3;95
6/6/2023;Tulungagung;Male;19;Informatics Engineering;2022;Yes;Yes;No;5;5;5;5;5;2;4;5;4;4;5;4;4;3;4;3;4;4;5;5;2;3;4;5;4;4;5;2;4,42857142857143;4,5;3,6;4,5;3,6;4,5;112
6/6/2023;Tulungagung;Female;19;Nutrition;2022;Yes;Yes;No;4;5;4;5;4;4;5;5;5;5;5;4;4;4;4;3;2;2;4;3;4;2;4;4;2;4;5;2;4,42857142857143;5;3,8;2,75;3,2;4,5;106
6/6/2023;Surabaya;Female;18;Digital Office Management;2022;Yes;Yes;No;4;5;3;3;4;4;4;4;5;5;4;3;4;3;4;4;3;3;4;2;4;2;3;3;2;3;4;4;3,85714285714286;4,5;3,6;3;2,8;3,5;96
6/6/2023;Lamongan;Female;18;Informatics Engineering;2022;Yes;Yes;No;5;5;5;5;5;4;4;5;5;5;5;5;5;5;5;3;3;3;5;5;3;3;4;3;4;5;5;1;4,71428571428571;5;4,6;4;3,4;5;119
6/6/2023;Mojokerto;Female;18;Biology;2022;Yes;Yes;No;3;4;4;4;4;4;3;4;4;4;4;3;4;3;4;4;3;3;4;3;3;3;3;3;3;4;4;3;3,71428571428571;4;3,6;3,25;3;4;96
6/6/2023;Surabaya;Female;19;Aquaculture;2022;Yes;Yes;No;5;5;5;5;5;4;4;5;4;4;5;5;4;4;4;3;4;4;4;3;4;3;4;4;4;3;4;2;4,71428571428571;4,5;4;3,75;3,8;3,5;112
6/6/2023;Yogyakarta;Male;19;Management;2022;Yes;Yes;No;4;4;4;4;5;2;2;4;4;4;4;4;4;4;4;4;4;3;3;4;2;3;3;3;2;3;4;2;3,57142857142857;4;4;3,5;2,6;3,5;95
6/7/2023;Surabaya;Female;18;Medicine;2022;Yes;Yes;No;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;3;3;5;5;4;4;4;5;4;3;5;3;4,85714285714286;5;5;4;4,2;4;124
6/7/2023;Trenggalek;Female;19;Medicine;2022;Yes;Yes;No;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;3;5;5;5;5;5;4,5;5;4;131
6/7/2023;Mataram;Female;18;Nutrition;2022;Yes;Yes;No;4;4;4;4;3;4;4;4;4;4;4;4;4;3;4;2;3;2;2;3;3;2;4;3;4;2;4;4;3,85714285714286;4;3,4;2,5;3,2;3;92
6/7/2023;Bekasi;Male;18;Japanese Literature;2022;No;Yes;Yes;4;5;5;5;3;3;1;5;5;5;5;3;3;5;5;3;3;3;4;3;2;1;2;2;2;4;4;3;3,71428571428571;5;3,8;3,25;1,8;4;95
6/7/2023;Denpasar;Female;18;Public Administration;2022;Yes;Yes;No;4;4;4;4;2;4;2;4;4;4;4;4;4;2;4;4;4;4;4;2;3;3;2;4;4;4;4;3;3,42857142857143;4;3,6;3,5;3,2;4;96
6/7/2023;Madiun;Male;19;Medicine;2022;Yes;Yes;Yes;4;4;4;4;4;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;2;2;2;4;4;2;3,42857142857143;4;4;4;2;4;94
6/7/2023;Surabaya;Female;19;Industrial Engineering;2022;Yes;Yes;No;4;5;5;4;5;4;3;5;5;5;5;5;5;5;5;5;2;3;5;4;1;3;2;4;2;5;5;3;4,28571428571429;5;5;3,5;2,4;5;111
6/7/2023;Blora;Male;19;Dental Technology;2022;Yes;Yes;Yes;4;4;3;4;5;3;3;5;3;3;5;4;5;4;4;4;4;3;5;5;3;3;3;2;2;4;5;1;3,71428571428571;4;4,2;4,25;2,6;4,5;102
6/7/2023;Mojokerto;Female;18;Information Systems;2022;Yes;Yes;No;4;5;4;5;5;5;3;5;5;5;5;4;4;4;5;5;5;5;5;5;5;5;4;5;3;3;5;1;4,42857142857143;5;4,4;5;4,4;4;123
6/7/2023;Trenggalek;Male;21;Sociology;2022;Yes;Yes;No;5;5;5;4;5;4;3;5;3;4;4;4;4;4;3;3;4;3;5;3;5;3;4;3;3;3;4;3;4,42857142857143;4;3,6;3,75;3,6;3,5;105
6/7/2023;Lamongan;Female;19;Digital Office Management;2022;Yes;Yes;No;5;5;5;5;3;5;3;5;5;5;5;4;5;4;4;5;4;4;5;4;4;4;3;3;3;5;5;1;4,42857142857143;5;4,4;4,25;3,4;5;117
6/7/2023;Tuban;Female;19;English Literature;2022;Yes;Yes;No;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;1;2;5;5;2;4,71428571428571;5;5;5;3,2;5;124
6/7/2023;Sumenep;Male;18;International Relations;2022;Yes;Yes;No;4;5;5;5;5;4;5;5;3;5;4;4;4;4;4;4;4;5;4;4;5;4;2;3;4;3;4;3;4,71428571428571;4,25;4;4,25;3,6;3,5;112
6/7/2023;Bangkalan;Female;19;Midwifery;2022;Yes;Yes;No;5;4;4;4;5;4;5;5;5;5;5;4;4;3;4;4;4;5;5;3;4;3;4;5;5;4;5;3;4,42857142857143;5;3,8;4,25;4,2;4,5;117
6/7/2023;Surabaya;Female;19;Banking and Finance;2022;Yes;Yes;No;4;4;4;5;5;3;3;4;4;3;3;4;4;3;3;3;3;4;4;4;1;1;1;1;4;4;2;3;4;3,5;3,4;3,75;1,6;3;88
6/7/2023;Nganjuk;Female;19;Islamic Economics;2022;No;Yes;No;4;3;5;5;5;5;3;3;4;3;5;3;2;4;3;3;3;3;2;2;3;3;2;3;3;5;5;3;4,28571428571429;3,75;3;2,5;2,8;5;94
6/7/2023;Magetan;Female;19;Accounting;2022;Yes;Yes;No;3;3;3;4;4;3;3;3;4;3;4;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;4;4;3,28571428571429;3,5;3;2,75;3;3,5;85
6/7/2023;Medan;Female;21;Midwifery;2022;Yes;Yes;No;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;4;4;4;4;4;4;4;4;4;2;4;3;4;4;3,6;4;4;3;104
6/7/2023;Probolinggo;Female;20;Public Administration;2022;No;Yes;No;5;5;5;5;5;5;3;5;5;5;5;3;3;5;5;2;5;4;5;2;4;3;3;3;3;2;5;3;4,71428571428571;5;3,6;4;3,2;3,5;110
6/7/2023;Gresik;Female;19;Occupational Health and Safety;2022;Yes;Yes;No;4;4;4;1;2;3;2;2;4;4;4;4;4;2;4;2;2;2;2;2;4;4;4;4;2;2;4;2;2,85714285714286;3,5;3,2;2;3,6;3;82
6/7/2023;Bontang;Female;18;Public Health;2022;Yes;Yes;No;5;5;3;5;3;4;4;4;5;5;5;4;5;3;4;3;4;3;5;5;2;3;2;2;2;3;5;2;4,14285714285714;4,75;3,8;4,25;2,2;4;103
6/7/2023;Bandung;Female;19;Midwifery;2022;Yes;Yes;No;5;5;5;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;5;5;1;4,71428571428571;5;5;5;4;5;128
6/7/2023;Pekanbaru;Female;19;Accounting;2022;Yes;Yes;No;5;5;5;5;5;5;3;5;5;5;5;4;4;4;4;4;4;4;4;4;3;3;3;4;4;5;5;4;4,71428571428571;5;4;4;3,4;5;116
6/7/2023;Surabaya;Female;19;Psychology;2022;Yes;Yes;No;4;4;4;4;2;3;2;4;3;3;4;4;4;3;3;3;3;3;4;4;3;3;3;2;4;4;4;2;3,28571428571429;3,5;3,4;3,5;3;4;91
6/7/2023;Ponorogo;Female;19;Psychology;2022;Yes;Yes;Yes;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;5;4;3;5;3;5;5;1;5;5;5;4,25;4;5;127
6/7/2023;Surabaya;Female;20;Physics;2022;Yes;Yes;Yes;5;5;5;5;5;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;1;1;1;1;1;5;5;1;3,85714285714286;5;5;5;1;5;107
6/7/2023;Ponorogo;Female;19;Veterinary Medicine;2022;Yes;Yes;No;3;4;4;2;4;5;3;4;4;4;5;4;4;3;4;4;3;4;4;3;4;4;3;5;4;5;5;3;3,57142857142857;4,25;3,8;3,5;4;5;105
6/7/2023;Lamongan;Female;18;Anthropology;2022;No;Yes;No;5;4;3;4;2;3;3;4;5;3;5;3;4;4;5;4;2;2;3;3;4;2;2;3;4;4;5;3;3,42857142857143;4,25;4;2,5;3;4,5;95
6/7/2023;Gresik;Female;19;Medical Laboratory Technology;2022;Yes;Yes; ;4;5;4;5;5;4;4;5;5;5;5;5;4;4;4;4;4;5;2;3;4;4;4;4;4;5;5;1;4,42857142857143;5;4,2;3,5;4;5;116
6/7/2023;Gresik;Female;19;Medical Laboratory Technology;2022;Yes;Yes;No;4;5;5;5;5;3;3;5;5;5;5;5;4;4;4;4;3;3;3;3;4;4;3;3;3;3;5;1;4,28571428571429;5;4,2;3;3,4;4;108
6/7/2023;Gresik;Female;19;Hotel Management;2022;Yes;Yes;No;5;5;5;5;5;4;5;5;5;5;5;5;5;4;5;4;5;5;5;4;4;3;4;4;4;3;5;1;4,85714285714286;5;4,6;4,75;3,8;4;123
6/7/2023;Surabaya;Female;21;Japanese Literature;2019;Yes;Yes;No;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;3;3;1;4;5;5;2;5;5;5;5;2,4;5;122
6/7/2023;Tangerang;Female;18;Data Science and Technology;2022;Yes;Yes;No;5;5;5;5;5;4;5;3;3;5;5;5;5;4;4;3;5;4;5;3;4;3;3;5;3;3;5;3;4,85714285714286;4;4,2;4,25;3,6;4;114
6/7/2023;Jakarta;Female;20;Electrical Engineering;2020;Yes;Yes;No;5;5;5;4;5;4;5;1;4;5;5;5;5;5;4;4;4;4;5;4;4;3;2;4;5;5;5;2;4,71428571428571;3,75;4,6;4,25;3,6;5;116
6/7/2023;Bojonegoro;Male;19;Politics;2022;Yes;Yes;No;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;5;2;5;5;5;5;5;1;5;5;5;4,25;4,4;5;129
6/7/2023;Temanggung;Female;19;Physics;2022;Yes;Yes;No;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;4;4;4;4;4;3;4;4;4,14285714285714;4;4;3,5;4;3,5;106
6/7/2023;Surabaya;Female;18;Medicine;2022;Yes;Yes;No;5;5;5;5;4;5;5;5;4;4;4;4;4;4;5;5;3;2;5;3;4;5;4;4;4;5;4;3;4,85714285714286;4,25;4,4;3,25;4,2;4,5;116
6/7/2023;Nganjuk;Male;19;Medical Laboratory Technology;2022;Yes;Yes;No;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3,71428571428571;3;3;3;3;3;86
6/8/2023;Sidoarjo;Female;19;Fishery Product Technology;2022;Yes;Yes;No;3;4;4;4;4;3;3;4;4;4;4;4;4;3;4;4;4;4;4;3;4;3;3;4;3;4;4;4;3,57142857142857;4;3,8;3,75;3,4;4;100
6/8/2023;Surabaya;Female;18;Fishery Product Technology;2022;Yes;Yes;No;5;5;5;5;5;5;4;4;4;5;5;4;4;2;5;3;3;3;5;4;4;2;3;3;4;4;5;2;4,85714285714286;4,5;3,6;3,75;3,2;4,5;110
6/8/2023;Surabaya;Female;19;Industrial Engineering;2022;Yes;Yes;No;5;5;5;5;5;5;2;5;5;5;5;5;5;3;3;4;5;5;5;4;5;5;5;4;4;5;5;4;4,57142857142857;5;4;4,75;4,6;5;124
6/8/2023;Lamongan;Male;20;Tourism;2022;Yes;Yes;Yes;5;5;5;5;5;2;4;5;5;5;5;5;5;5;5;5;5;4;5;3;3;3;2;4;3;5;5;1;4,42857142857143;5;5;4,25;3;5;118
6/8/2023;Salatiga;Female;19;Environmental Engineering;2022;Yes;Yes;No;5;5;4;4;4;4;3;4;4;4;4;3;4;3;4;3;4;4;5;3;2;2;2;2;4;4;4;2;4,14285714285714;4;3,4;4;2,4;4;98
